data_boletim,sequencia_logradouros,tipo_logradouro,nome_logradouro,nome_bairro,descricao_tipo_bairro,numero_imovel
04/01/2014 15:53,1,RUA,GAVIAO                                            ,FLAVIO MARQUES LISBOA                             ,BAIRRO                        ,0
04/01/2014 15:53,2,RUA,JABIRU                                            ,FLAVIO MARQUES LISBOA                             ,BAIRRO                        ,0
04/01/2014 16:22,1,AVE,SANTA TEREZINHA                                   ,SANTA TEREZINHA                                   ,BAIRRO                        ,310
04/01/2014 16:30,1,RUA,CRISPIM                                           ,PIRAJA                                            ,BAIRRO                        ,0
04/01/2014 16:30,2,RUA,LIDIA                                             ,PIRAJA                                            ,BAIRRO                        ,18
04/01/2014 16:31,1,RUA,EUCLASIO                                          ,SANTA EFIGENIA                                    ,BAIRRO                        ,398
04/01/2014 16:31,2,RUA,DOMINGOS SAVIO                                    ,SANTA EFIGENIA                                    ,BAIRRO                        ,0
04/01/2014 18:03,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,DAS INDUSTRIAS                                    ,BAIRRO                        ,KM 7
04/01/2014 18:55,1,AVE,PROFESSOR ALFREDO BALENA                          ,SANTA EFIGENIA                                    ,BAIRRO                        ,SN
04/01/2014 18:55,2,ALA,EZEQUIEL DIAS                                     ,SANTA EFIGENIA                                    ,BAIRRO                        ,0
04/01/2014 18:55,3,RUA,PERNAMBUCO                                        ,SANTA EFIGENIA                                    ,BAIRRO                        ,0
04/01/2014 18:55,4,AVE,CARANDAI                                          ,SANTA EFIGENIA                                    ,BAIRRO                        ,955
04/01/2014 18:58,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,                                     ,                 ,SN
04/01/2014 18:58,2,RUA,DONA CLARA                                        ,                                     ,                 ,SN
04/01/2014 19:25,1,RUA,ERICO VERISSIMO                                   ,SANTA MONICA                                      ,BAIRRO                        ,1001
04/01/2014 20:22,1,RUA,CARAVELAS                                         ,                                     ,                 ,SN
04/01/2014 20:22,2,RUA,LEOPOLDO GOMES                                    ,                                     ,                 ,SN
04/01/2014 20:30,1,RUA,CANDIDO NAVES                                     ,OURO PRETO                                        ,BAIRRO                        ,SN
04/01/2014 20:30,1,ROD,BR TREZENTOS E CINQUENTA E SEIS                   ,BELVEDERE                                         ,BAIRRO                        ,0
04/01/2014 20:30,2,RUA,ZILAH CORREA DE ARAUJO                            ,OURO PRETO                                        ,BAIRRO                        ,SN
04/01/2014 22:07,1,AVE,GENERAL OLIMPIO MOURAO FILHO                      ,PLANALTO                                          ,BAIRRO                        ,835
04/01/2014 23:02,1,RUA,DOUTOR ANTONIO GONCALVES DE MATOS                 ,SANTA MONICA                                      ,BAIRRO                        ,5
04/01/2014 23:30,1,AVE,DOM PEDRO II                                      ,JARDIM MONTANHES                                  ,BAIRRO                        ,4535
05/01/2014 01:00,1,AVE,CRISTIANO MACHADO                                 ,FLORAMAR                                          ,BAIRRO                        ,10732
05/01/2014 03:00,1,RUA,JOSE ISIDORO MIRANDA                              ,MARIA GORETTI                                     ,BAIRRO                        ,8
05/01/2014 07:08,1,AVE,DO CONTORNO                                       ,CENTRO                                            ,BAIRRO                        ,710
05/01/2014 07:17,1,RUA,JOAO GOMES                                        ,SANTA EFIGENIA                                    ,BAIRRO                        ,SN
05/01/2014 07:17,2,RUA,NIQUELINA                                         ,SANTA EFIGENIA                                    ,BAIRRO                        ,321
05/01/2014 09:07,1,AVE,VEREADOR CICERO ILDEFONSO                         ,JOAO PINHEIRO                                     ,BAIRRO                        ,900
05/01/2014 10:13,1,AVE,CRISTIANO MACHADO                                 ,PRIMEIRO DE MAIO                                  ,BAIRRO                        ,5600
05/01/2014 11:33,1,RUA,FRANCISCO BICALHO                                 ,                                     ,                 ,SN
05/01/2014 11:33,2,RUA,ITORORO                                           ,                                     ,                 ,SN
05/01/2014 16:44,1,AVE,SILVIANO BRANDAO                                  ,SAGRADA FAMILIA                                   ,BAIRRO                        ,SN
05/01/2014 16:44,2,RUA,GENOVEVA DE SOUZA                                 ,SAGRADA FAMILIA                                   ,BAIRRO                        ,0
05/01/2014 16:44,3,RUA,TEODOMIRA DINIZ LARA                              ,SAGRADA FAMILIA                                   ,BAIRRO                        ,SN
05/01/2014 18:11,1,RUA,ADERBAL RODRIGUES VAZ                             ,LINDEIA                                           ,BAIRRO                        ,469
05/01/2014 18:50,1,RUA,LAGOINHAS                                         ,                                     ,                 ,SN
05/01/2014 18:50,2,RUA,DOS MENEZES                                       ,                                     ,                 ,0
05/01/2014 18:50,3,RUA,JOAO FERREIRA DA SILVA                            ,                                     ,                 ,SN
05/01/2014 19:14,1,RUA,CASA BRANCA                                       ,                                     ,                 ,SN
05/01/2014 19:14,2,RUA,LEOPOLDO GOMES                                    ,                                     ,                 ,SN
05/01/2014 19:29,1,RUA,FEIRA DE SANTANA                                  ,RIBEIRO DE ABREU                                  ,BAIRRO                        ,150
05/01/2014 19:29,2,RUA,SAO JUDAS TADEU                                   ,RIBEIRO DE ABREU                                  ,BAIRRO                        ,SN
05/01/2014 19:40,1,RUA,ESPIRITO SANTO                                    ,CENTRO                                            ,BAIRRO                        ,SN
05/01/2014 19:40,2,AVE,SANTOS DUMONT                                     ,CENTRO                                            ,BAIRRO                        ,SN
05/01/2014 21:06,1,RUA,JOSE DOS SANTOS LAGE                              ,DIAMANTE                                          ,BAIRRO                        ,454
05/01/2014 21:07,1,AVE,SINFRONIO BROCHADO                                ,BARREIRO DE BAIXO                                 ,BAIRRO                        ,247
05/01/2014 21:50,1,RUA,C                                                 ,INDEPENDENCIA                                     ,BAIRRO                        ,SN
05/01/2014 21:50,2,RUA,GILSON GONCALVES DOS SANTOS                       ,INDEPENDENCIA                                     ,BAIRRO                        ,SN
05/01/2014 22:21,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,OLHOS DAGUA                                       ,BAIRRO                        ,KM 2
05/01/2014 23:10,1,ROD,PREFEITO AMERICO GIANETTI                         ,SERRA VERDE                                       ,BAIRRO                        ,KM 14
06/01/2014 06:08,1,AVE,PRESIDENTE JUSCELINO KUBITSCHEK                   ,PADRE EUSTAQUIO                                   ,BAIRRO                        ,2600
06/01/2014 07:12,1,AVE,PRESIDENTE JUSCELINO KUBITSCHEK                   ,CORACAO EUCARISTICO                               ,BAIRRO                        ,2051
06/01/2014 07:29,1,AVE,WALDYR SOEIRO EMRICH                              ,OLARIA                                            ,BAIRRO                        ,289
06/01/2014 08:07,1,RUA,ALABASTRO                                         ,                                     ,                 ,SN
06/01/2014 08:07,2,AVE,SILVIANO BRANDAO                                  ,                                     ,                 ,SN
06/01/2014 08:25,1,AVE,CRISTIANO MACHADO                                 ,SUZANA                                            ,VILA                          ,7605
06/01/2014 08:45,1,AVE,CRISTIANO MACHADO                                 ,IPIRANGA                                          ,BAIRRO                        ,2875
06/01/2014 08:46,1,AVE,TERESA CRISTINA                                   ,BETANIA                                           ,BAIRRO                        ,6406
06/01/2014 08:59,1,RUA,CONEGO ROCHA FRANCO                               ,GUTIERREZ                                         ,BAIRRO                        ,85
06/01/2014 09:14,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,OLHOS DAGUA                                       ,BAIRRO                        ,KM 2
06/01/2014 09:31,1,AVE,DO CONTORNO                                       ,                                     ,                 ,SN
06/01/2014 09:31,2,RUA,RIO GRANDE DO NORTE                               ,                                     ,                 ,0
06/01/2014 09:31,3,AVE,NOSSA SENHORA DO CARMO                            ,                                     ,                 ,SN
06/01/2014 09:32,1,AVE,NOSSA SENHORA DE FATIMA                           ,                                     ,                 ,SN
06/01/2014 09:32,2,RUA,PIRATININGA                                       ,                                     ,                 ,SN
06/01/2014 09:41,1,RUA,PADRE EUSTAQUIO                                   ,PADRE EUSTAQUIO                                   ,BAIRRO                        ,1786
06/01/2014 09:56,1,RUA,AUGUSTO DOS ANJOS                                 ,RIO BRANCO                                        ,BAIRRO                        ,520
06/01/2014 10:43,1,AVE,PRESIDENTE JUSCELINO KUBITSCHEK                   ,VILA OESTE                                        ,VILA                          ,231
06/01/2014 12:00,1,RUA,ALVARENGA PEIXOTO                                 ,SANTO AGOSTINHO                                   ,BAIRRO                        ,1325
06/01/2014 13:25,1,RUA,CORONEL JAIRO PEREIRA                             ,PALMARES                                          ,BAIRRO                        ,SN
06/01/2014 13:25,2,AVE,PEDRO SERAFIM FERREIRA                            ,PALMARES                                          ,BAIRRO                        ,SN
06/01/2014 14:08,1,RUA,CEDRO DO ABAETE                                   ,ARAGUAIA                                          ,BAIRRO                        ,50
06/01/2014 14:29,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,SUMARE                                            ,BAIRRO                        ,KM 17
06/01/2014 15:00,1,AVE,CRISTIANO MACHADO                                 ,SAO PAULO                                         ,BAIRRO                        ,5000
06/01/2014 15:13,1,RUA,ALCIDES LINS                                      ,VENDA NOVA                                        ,BAIRRO                        ,SN
06/01/2014 15:13,2,RUA,IRINEU PINTO                                      ,VENDA NOVA                                        ,BAIRRO                        ,SN
06/01/2014 15:30,1,RUA,PARACATU                                          ,BARRO PRETO                                       ,BAIRRO                        ,146
06/01/2014 15:35,1,AVE,DOM PEDRO II                                      ,MONSENHOR MESSIAS                                 ,BAIRRO                        ,4044
06/01/2014 15:46,1,RUA,PONTE NOVA                                        ,COLEGIO BATISTA                                   ,BAIRRO                        ,798
06/01/2014 15:48,1,AVE,DOS ANDRADAS                                      ,ALTO VERA CRUZ                                    ,BAIRRO                        ,8220
06/01/2014 15:50,1,RUA,ALVARENGA PEIXOTO                                 ,                                     ,                 ,SN
06/01/2014 15:50,2,RUA,UBERABA                                           ,                                     ,                 ,SN
06/01/2014 16:17,1,AVE,DO CONTORNO                                       ,SANTA EFIGENIA                                    ,BAIRRO                        ,2787
06/01/2014 16:29,1,RUA,DOUTOR ALVARO CAMARGOS                            ,SAO JOAO BATISTA-VENDA NOVA                       ,BAIRRO                        ,65
06/01/2014 17:03,1,RUA,ALEXANDRINO DE OLIVEIRA NETO                      ,                                     ,                 ,SN
06/01/2014 17:03,2,RUA,LAURO GOMES VIDAL                                 ,                                     ,                 ,SN
06/01/2014 17:47,1,RUA,ZELIA                                             ,PIRATININGA                                       ,BAIRRO                        ,37
06/01/2014 18:01,1,AVE,CRISTIANO MACHADO                                 ,UNIAO                                             ,BAIRRO                        ,3450
06/01/2014 18:05,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,CACHOEIRINHA                                      ,BAIRRO                        ,3230
06/01/2014 18:10,1,AVE,DOM PEDRO II                                      ,PADRE EUSTAQUIO                                   ,BAIRRO                        ,4001
06/01/2014 18:22,1,AVE,DO CONTORNO                                       ,CENTRO                                            ,BAIRRO                        ,11434
06/01/2014 18:31,1,RUA,DOS TAMOIOS                                       ,CENTRO                                            ,BAIRRO                        ,SN
06/01/2014 18:31,2,AVE,ASSIS CHATEAUBRIAND                               ,CENTRO                                            ,BAIRRO                        ,0
06/01/2014 18:31,3,VDT,SANTA TEREZA                                      ,CENTRO                                            ,BAIRRO                        ,0
06/01/2014 18:31,4,RUA,DA BAHIA                                          ,CENTRO                                            ,BAIRRO                        ,SN
06/01/2014 18:44,1,RUA,TABOAO DA SERRA                                   ,TIROL                                             ,BAIRRO                        ,SN
