data_boletim,sequencia_logradouros,tipo_logradouro,nome_logradouro,nome_bairro,descricao_tipo_bairro,numero_imovel
01/01/2013 01:11,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,                                     ,                 ,KM 20
01/01/2013 01:16,1,AVE,DOM PEDRO I                                       ,ITAPOA                                            ,BAIRRO                        ,1800
01/01/2013 01:48,1,RUA,REGIA                                             ,NOVA CINTRA                                       ,BAIRRO                        ,335
01/01/2013 02:04,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,INDAIA                                            ,VILA                          ,4330
01/01/2013 02:12,1,AVE,CRISTIANO MACHADO                                 ,IPIRANGA                                          ,BAIRRO                        ,3435
01/01/2013 02:32,1,AVE,AMINTAS JACQUES DE MORAES                         ,SAO SALVADOR                                      ,BAIRRO                        ,12
01/01/2013 02:38,1,RUA,WALDOMIRO LOBO                                    ,GUARANI                                           ,BAIRRO                        ,1130
01/01/2013 04:54,1,ROD,PREFEITO AMERICO GIANETTI                         ,CANAA                                             ,BAIRRO                        ,KM 15
01/01/2013 06:40,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,                                     ,                 ,KM 15
01/01/2013 08:07,1,RUA,MONTE LIBANO                                      ,PADRE EUSTAQUIO                                   ,BAIRRO                        ,0
01/01/2013 08:07,2,RUA,PARA DE MINAS                                     ,PADRE EUSTAQUIO                                   ,BAIRRO                        ,0
01/01/2013 08:23,1,AVE,TEREZA CRISTINA                                   ,                                     ,                 ,5680
01/01/2013 11:20,1,AVE,PRESIDENTE JUSCELINO KUBITSCHEK                   ,VILA OESTE                                        ,VILA                          ,950
01/01/2013 11:28,1,RUA,DELFIM VIEIRA COELHO                              ,CALIFORNIA                                        ,BAIRRO                        ,49
01/01/2013 12:10,1,AVE,WALDYR SOEIRO EMRICH                              ,OLARIA                                            ,BAIRRO                        ,5194
01/01/2013 13:29,1,AVE,TERESA CRISTINA                                   ,CORACAO EUCARISTICO                               ,BAIRRO                        ,2990
01/01/2013 15:16,1,AVE,DOS ANDRADAS                                      ,                                     ,                 ,3001
01/01/2013 15:43,1,RUA,PAULINO MARQUES GONTIJO                           ,                                     ,                 ,420
01/01/2013 16:12,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,SAO PAULO                                         ,BAIRRO                        ,KM 463
01/01/2013 17:10,1,AVE,CRISTIANO MACHADO                                 ,GUARANI                                           ,BAIRRO                        ,0
01/01/2013 17:10,2,RUA,WALDOMIRO LOBO                                    ,GUARANI                                           ,BAIRRO                        ,0
01/01/2013 18:00,1,RUA,SALVIA                                            ,FREI LEOPOLDO                                     ,BAIRRO                        ,858
01/01/2013 18:18,1,RUA,DANTE                                             ,SAO LUCAS                                         ,BAIRRO                        ,465
01/01/2013 18:44,1,RUA,BUENO BRANDAO                                     ,FLORESTA                                          ,BAIRRO                        ,0
01/01/2013 18:44,2,RUA,RAUL MENDES                                       ,FLORESTA                                          ,BAIRRO                        ,0
01/01/2013 19:17,1,EST,ANTIGA PARA LAGOA SANTA                           ,CANAA                                             ,BAIRRO                        ,0
01/01/2013 19:55,1,RUA,DEPUTADO BERNARDINO DE SENA FIGUEIREDO            ,CIDADE NOVA                                       ,BAIRRO                        ,0
01/01/2013 19:55,2,RUA,DOUTOR JOSE SILVA MARTINS                         ,CIDADE NOVA                                       ,BAIRRO                        ,0
01/01/2013 21:03,1,RUA,REYNALDO SMITH CAMARGOS                           ,SANTA AMELIA                                      ,BAIRRO                        ,155
01/01/2013 21:16,1,RUA,LAJEDO                                            ,SAO GABRIEL                                       ,BAIRRO                        ,280
02/01/2013 06:29,1,AVE,CRISTIANO MACHADO                                 ,DONA CLARA                                        ,BAIRRO                        ,8665
02/01/2013 06:32,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,CACHOEIRINHA                                      ,BAIRRO                        ,3230
02/01/2013 07:22,1,RUA,CAMPOS ELISEOS                                    ,ALTO BARROCA                                      ,BAIRRO                        ,0
02/01/2013 07:22,2,RUA,SANTA CRUZ                                        ,ALTO BARROCA                                      ,BAIRRO                        ,0
02/01/2013 10:19,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,VILA MADRE GERTRUDES III                          ,BAIRRO                        ,KM 8
02/01/2013 11:55,1,AVE,PARANA                                            ,CENTRO                                            ,BAIRRO                        ,2
02/01/2013 11:57,1,AVE,DO CONTORNO                                       ,SANTA EFIGENIA                                    ,BAIRRO                        ,3000
02/01/2013 12:19,1,RUA,CONSELHEIRO JOAQUIM CAETANO                       ,NOVA GRANADA                                      ,BAIRRO                        ,SN
02/01/2013 12:19,2,RUA,TIBIRICA                                          ,NOVA GRANADA                                      ,BAIRRO                        ,329
02/01/2013 12:35,1,AVE,DO CONTORNO                                       ,SANTA EFIGENIA                                    ,BAIRRO                        ,3097
02/01/2013 12:35,2,RUA,PONTA PORA                                        ,SANTA EFIGENIA                                    ,BAIRRO                        ,SN
02/01/2013 13:25,1,AVE,SENADOR LEVINDO COELHO                            ,MANGUEIRAS                                        ,BAIRRO                        ,4500
02/01/2013 13:30,1,RUA,LOUIS ENSCH                                       ,BAIRRO MADRE GERTRUDES                            ,BAIRRO                        ,28
02/01/2013 13:45,1,AVE,RISOLETA NEVES                                    ,PROVIDENCIA                                       ,BAIRRO                        ,1530
02/01/2013 13:45,1,AVE,AMAZONAS                                          ,                                     ,                 ,SN
02/01/2013 13:45,2,RUA,BERNARDO GUIMARAES                                ,                                     ,                 ,0
02/01/2013 13:45,3,RUA,OURO PRETO                                        ,                                     ,                 ,0
02/01/2013 13:45,4,AVE,BARBACENA                                         ,                                     ,                 ,SN
02/01/2013 14:01,1,RUA,POUSO ALEGRE                                      ,FLORESTA                                          ,BAIRRO                        ,1080
02/01/2013 14:09,1,RUA,JOANA ANGELICA                                    ,PRIMEIRO DE MAIO                                  ,BAIRRO                        ,110
02/01/2013 14:09,2,RUA,JOANA D'ARC                                       ,PRIMEIRO DE MAIO                                  ,BAIRRO                        ,SN
02/01/2013 14:29,1,AVE,AMAZONAS                                          ,BARRO PRETO                                       ,BAIRRO                        ,2532
02/01/2013 14:29,2,AVE,DO CONTORNO                                       ,BARRO PRETO                                       ,BAIRRO                        ,SN
02/01/2013 14:47,1,AVE,SILVIANO BRANDAO                                  ,HORTO                                             ,BAIRRO                        ,2278
02/01/2013 15:01,1,AVE,VILARINHO                                         ,EUROPA                                            ,BAIRRO                        ,3520
02/01/2013 15:54,1,RUA,CARDOSO                                           ,                                     ,                 ,SN
02/01/2013 15:54,2,RUA,MARACANA                                          ,                                     ,                 ,SN
02/01/2013 16:04,1,RUA,PADRE ARGEMIRO MOREIRA                            ,CAPITAO EDUARDO                                   ,BAIRRO                        ,390
02/01/2013 16:12,1,RUA,PALESTINA                                         ,SAO SALVADOR                                      ,BAIRRO                        ,876
02/01/2013 16:39,1,RUA,MANOEL PASSOS                                     ,CACHOEIRINHA                                      ,BAIRRO                        ,230
02/01/2013 17:37,1,AVE,NOSSA SENHORA DO CARMO                            ,SION                                              ,BAIRRO                        ,1885
02/01/2013 18:11,1,AVE,DOS JARDINS                                       ,LINDEIA                                           ,BAIRRO                        ,333
02/01/2013 18:23,1,RUA,GONCALVES DIAS                                    ,SAVASSI                                           ,BAIRRO                        ,818
02/01/2013 18:23,2,RUA,PARAIBA                                           ,SAVASSI                                           ,BAIRRO                        ,SN
02/01/2013 18:31,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,DOM BOSCO                                         ,BAIRRO                        ,KM 12
02/01/2013 18:46,1,RUA,FURQUIM WERNECK                                   ,GUARANI                                           ,BAIRRO                        ,0
02/01/2013 18:46,2,RUA,AFONSO SCHIMIDT                                   ,GUARANI                                           ,BAIRRO                        ,0
02/01/2013 18:46,3,RUA,MANDALAY                                          ,GUARANI                                           ,BAIRRO                        ,0
02/01/2013 19:23,1,RUA,CAMPOS SALES                                      ,                                     ,                 ,0
02/01/2013 19:23,2,RUA,JUSCELINO BARBOSA                                 ,                                     ,                 ,0
02/01/2013 20:33,1,AVE,DO CONTORNO                                       ,GUTIERREZ                                         ,BAIRRO                        ,8713
02/01/2013 21:46,1,AVE,BASILIO DA GAMA                                   ,TUPI A                                            ,BAIRRO                        ,400
02/01/2013 22:23,1,AVE,AFONSO PENA                                       ,CENTRO                                            ,BAIRRO                        ,911
02/01/2013 23:12,1,AVE,OLINTO MEIRELES                                   ,BARREIRO DE BAIXO                                 ,BAIRRO                        ,280
02/01/2013 23:42,1,AVE,AMAZONAS                                          ,CENTRO                                            ,BAIRRO                        ,600
03/01/2013 03:24,1,RUA,URSULA PAULINO                                    ,BETANIA                                           ,BAIRRO                        ,999
03/01/2013 06:00,1,AVE,DO CONTORNO                                       ,CARLOS PRATES                                     ,BAIRRO                        ,10331
03/01/2013 07:40,1,AVE,AMAZONAS                                          ,NOVA SUISSA                                       ,BAIRRO                        ,4657
03/01/2013 08:16,1,AVE,PRESIDENTE TANCREDO NEVES                         ,                                     ,                 ,S/N
03/01/2013 08:16,2,RUA,GERALDO JARDIM LINHARES                           ,                                     ,                 ,S/N
03/01/2013 08:59,1,AVE,JOSE CANDIDO DA SILVEIRA                          ,CIDADE NOVA                                       ,BAIRRO                        ,1200
03/01/2013 09:21,1,RUA,LUZIA SALOMAO                                     ,MANTIQUEIRA                                       ,BAIRRO                        ,66
03/01/2013 09:52,1,AVE,SARAMENHA                                         ,GUARANI                                           ,BAIRRO                        ,96
03/01/2013 11:30,1,AVE,PRESIDENTE JUSCELINO KUBITSCHEK                   ,SANTA MARIA                                       ,BAIRRO                        ,6001
03/01/2013 11:37,1,AVE,BRIGADEIRO EDUARDO GOMES                          ,GLORIA                                            ,BAIRRO                        ,370
03/01/2013 11:51,1,AVE,BALEARES                                          ,LETICIA                                           ,BAIRRO                        ,0
03/01/2013 11:51,1,AVE,SILVA LOBO                                        ,CALAFATE                                          ,BAIRRO                        ,534
03/01/2013 11:51,2,RUA,PADRE PEDRO PINTO                                 ,LETICIA                                           ,BAIRRO                        ,0
03/01/2013 12:32,1,AVE,ALTAMIRO AVELINO SOARES                           ,CASTELO                                           ,BAIRRO                        ,260
03/01/2013 12:49,1,RUA,HEITOR SILVA                                      ,RIO BRANCO                                        ,BAIRRO                        ,120
03/01/2013 12:57,1,AVE,DOS ANDRADAS                                      ,ESPLANADA                                         ,BAIRRO                        ,190
03/01/2013 13:05,1,AVE,CRISTIANO MACHADO                                 ,SILVEIRA                                          ,BAIRRO                        ,2525
03/01/2013 14:42,1,AVE,ALPHONSUS DE GUIMARAES                            ,POMPEIA                                           ,BAIRRO                        ,81
03/01/2013 14:48,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,SAO FRANCISCO                                     ,VILA                          ,414
03/01/2013 15:16,1,RUA,DEPUTADO JOSE RAIMUNDO                            ,DONA CLARA                                        ,BAIRRO                        ,494
03/01/2013 16:05,1,RUA,ARISTOLINO BASILIO DE OLIVEIRA                    ,LINDEIA                                           ,BAIRRO                        ,0
03/01/2013 16:05,2,RUA,CLOVIS DE SOUZA MUNHOZ                            ,LINDEIA                                           ,BAIRRO                        ,0
03/01/2013 16:51,1,AVE,CRISTIANO MACHADO                                 ,PLANALTO                                          ,BAIRRO                        ,11157
03/01/2013 17:00,1,RUA,JAU                                               ,PARAISO                                           ,BAIRRO                        ,234
03/01/2013 17:16,1,RUA,PLATINA                                           ,CALAFATE                                          ,BAIRRO                        ,1682
03/01/2013 17:39,1,RUA,PADRE PEDRO PINTO                                 ,MANTIQUEIRA                                       ,BAIRRO                        ,5500
03/01/2013 17:45,1,AVE,PRUDENTE DE MORAIS                                ,SANTO ANTONIO                                     ,BAIRRO                        ,287
03/01/2013 18:52,1,RUA,DOS ANDES                                         ,CALAFATE                                          ,BAIRRO                        ,242
03/01/2013 18:55,1,AVE,WALDYR SOEIRO EMRICH                              ,TEIXEIRA DIAS                                     ,CONJUNTO HABITACIONAL         ,3855
03/01/2013 19:07,1,AVE,CRISTIANO MACHADO                                 ,FLORAMAR                                          ,BAIRRO                        ,10200
03/01/2013 19:07,1,RUA,ALVARES MACIEL                                    ,SANTA EFIGENIA                                    ,BAIRRO                        ,0
03/01/2013 19:07,2,RUA,MANAUS                                            ,SANTA EFIGENIA                                    ,BAIRRO                        ,0
03/01/2013 19:15,1,RUA,MANJERICAO                                        ,LINDEIA                                           ,BAIRRO                        ,168
03/01/2013 19:35,1,AVE,BARAO HOMEM DE MELO                               ,NOVA GRANADA                                      ,BAIRRO                        ,137
03/01/2013 21:24,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,VISTA ALEGRE                                      ,BAIRRO                        ,KM 536
03/01/2013 22:16,1,ROD,MG VINTE                                          ,NOVO TUPI                                         ,BAIRRO                        ,KM 12
03/01/2013 22:45,1,RUA,POUSO ALEGRE                                      ,FLORESTA                                          ,BAIRRO                        ,758
04/01/2013 01:25,1,AVE,NOSSA SENHORA DO CARMO                            ,SION                                              ,BAIRRO                        ,1715
04/01/2013 07:15,1,AVE,CRISTIANO MACHADO                                 ,CIDADE NOVA                                       ,BAIRRO                        ,2150
04/01/2013 08:01,1,AVE,AMAZONAS                                          ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 08:01,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,NAZARE                                            ,BAIRRO                        ,KM 26
04/01/2013 08:01,2,AVE,PARANA                                            ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 08:01,3,PCA,PRIMEIRO DE MAIO                                  ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 08:01,4,RUA,PADRE BELCHIOR                                    ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 08:04,1,AVE,AFONSO PENA                                       ,BOA VIAGEM                                        ,BAIRRO                        ,0
04/01/2013 08:04,2,RUA,PERNAMBUCO                                        ,BOA VIAGEM                                        ,BAIRRO                        ,0
04/01/2013 08:04,3,RUA,DOS TIMBIRAS                                      ,BOA VIAGEM                                        ,BAIRRO                        ,0
04/01/2013 09:02,1,AVE,DO CONTORNO                                       ,                                     ,                 ,5438
04/01/2013 10:24,1,RUA,JULIO MESQUITA                                    ,MARILANDIA                                        ,VILA                          ,280
04/01/2013 11:11,1,RUA,JACUI                                             ,IPIRANGA                                          ,BAIRRO                        ,3932
04/01/2013 12:01,1,RUA,RIO GRANDE DO NORTE                               ,SAVASSI                                           ,BAIRRO                        ,0
04/01/2013 12:01,2,RUA,DOS INCONFIDENTES                                 ,SAVASSI                                           ,BAIRRO                        ,0
04/01/2013 12:01,3,AVE,GETULIO VARGAS                                    ,SAVASSI                                           ,BAIRRO                        ,0
04/01/2013 12:20,1,RUA,RIO GRANDE DO SUL                                 ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 12:20,2,RUA,DOS CARIJOS                                       ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 13:02,1,AVE,AMAZONAS                                          ,PRADO                                             ,BAIRRO                        ,3984
04/01/2013 13:05,1,RUA,BRAULIO GOMES NOGUEIRA                            ,TIROL                                             ,BAIRRO                        ,849
04/01/2013 13:06,1,AVE,DO CONTORNO                                       ,SERRA                                             ,BAIRRO                        ,4747
04/01/2013 13:13,1,RUA,SAO PAULO                                         ,LOURDES                                           ,BAIRRO                        ,1551
04/01/2013 14:04,1,RUA,OHM                                               ,PRIMEIRO DE MAIO                                  ,BAIRRO                        ,0
04/01/2013 14:04,2,RUA,VOLTS                                             ,PRIMEIRO DE MAIO                                  ,BAIRRO                        ,0
04/01/2013 14:43,1,AVE,CRISTIANO MACHADO                                 ,FLORAMAR                                          ,BAIRRO                        ,10130
04/01/2013 15:31,1,RUA,NOSSA SENHORA DA GLORIA                           ,PRIMEIRO DE MAIO                                  ,BAIRRO                        ,21
04/01/2013 15:52,1,AVE,GENERAL CARLOS GUEDES                             ,                                     ,                 ,0
04/01/2013 15:52,2,RUA,PROFESSOR TRISTAO DA CUNHA                        ,                                     ,                 ,0
04/01/2013 16:29,1,AVE,AMAZONAS                                          ,JARDINOPOLIS                                      ,BAIRRO                        ,8466
04/01/2013 16:30,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,INDAIA                                            ,VILA                          ,4640
04/01/2013 16:49,1,RUA,DOS TAMOIOS                                       ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 16:49,2,AVE,ASSIS CHATEAUBRIAND                               ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 16:49,3,VDT,SANTA TEREZA                                      ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 16:49,4,RUA,DA BAHIA                                          ,CENTRO                                            ,BAIRRO                        ,0
04/01/2013 17:29,1,RUA,MARIA CESAREA MOREIRA                             ,CEU AZUL                                          ,BAIRRO                        ,59
04/01/2013 18:00,1,AVE,PRESIDENTE CARLOS LUZ                             ,CAICARAS                                          ,BAIRRO                        ,410
04/01/2013 18:15,1,RUA,JACUI                                             ,IPIRANGA                                          ,BAIRRO                        ,3737
04/01/2013 18:24,1,RUA,GALBA                                             ,                                     ,                 ,0
04/01/2013 18:24,2,RUA,DEPUTADO CLAUDIO PINHEIRO DE LIMA                 ,                                     ,                 ,0
04/01/2013 18:30,1,RUA,CEUTA                                             ,CANAA                                             ,BAIRRO                        ,0
04/01/2013 18:30,2,RUA,LUANDA                                            ,CANAA                                             ,BAIRRO                        ,0
04/01/2013 19:32,1,AVE,DOM PEDRO II                                      ,CARLOS PRATES                                     ,BAIRRO                        ,243
04/01/2013 20:17,1,RUA,DOUTOR CRISTIANO REZENDE                          ,FLAVIO MARQUES LISBOA                             ,BAIRRO                        ,2745
04/01/2013 20:22,1,AVE,CRISTIANO MACHADO                                 ,CIDADE NOVA                                       ,BAIRRO                        ,1750
04/01/2013 20:30,1,RUA,AGUAS FORMOSAS                                    ,SALGADO FILHO                                     ,BAIRRO                        ,80
04/01/2013 21:50,1,RUA,IRINEU PINTO                                      ,VENDA NOVA                                        ,BAIRRO                        ,200
04/01/2013 22:00,1,RUA,PADRE PEDRO PINTO                                 ,LETICIA                                           ,BAIRRO                        ,3323
04/01/2013 22:09,1,AVE,NOSSA SENHORA DO CARMO                            ,CARMO                                             ,BAIRRO                        ,637
04/01/2013 23:26,1,AVE,LIEGE                                             ,JARDIM DOS COMERCIARIOS                           ,BAIRRO                        ,0
04/01/2013 23:26,2,RUA,LUCAS EVANGELISTA PRATA                           ,JARDIM DOS COMERCIARIOS                           ,BAIRRO                        ,0
04/01/2013 23:26,3,AVE,MARIA VIEIRA BARBOSA                              ,JARDIM DOS COMERCIARIOS                           ,BAIRRO                        ,0
04/01/2013 23:26,4,AVE,VILARINHO                                         ,JARDIM DOS COMERCIARIOS                           ,BAIRRO                        ,0
05/01/2013 05:18,1,AVE,GETULIO VARGAS                                    ,SAVASSI                                           ,BAIRRO                        ,617
05/01/2013 05:56,1,AVE,BARAO HOMEM DE MELO                               ,NOVA GRANADA                                      ,BAIRRO                        ,0
05/01/2013 06:25,1,AVE,SILVA LOBO                                        ,CALAFATE                                          ,BAIRRO                        ,280
05/01/2013 06:49,1,AVE,PROFESSOR CLOVIS SALGADO                          ,                                     ,                 ,1040
05/01/2013 08:30,1,RUA,IRLANDA                                           ,ITAPOA                                            ,BAIRRO                        ,0
05/01/2013 08:30,2,AVE,PORTUGAL                                          ,ITAPOA                                            ,BAIRRO                        ,0
05/01/2013 09:51,1,RUA,FORMIGA                                           ,LAGOINHA                                          ,BAIRRO                        ,70
05/01/2013 10:11,1,AVE,DOUTOR CRISTIANO GUIMARAES                        ,ITAPOA                                            ,BAIRRO                        ,0
05/01/2013 10:11,2,RUA,RECY SOUZA PAIVA                                  ,ITAPOA                                            ,BAIRRO                        ,0
05/01/2013 10:20,1,RUA,BALSAMAR                                          ,JARAGUA                                           ,BAIRRO                        ,0
05/01/2013 10:20,2,RUA,CACUERA                                           ,JARAGUA                                           ,BAIRRO                        ,0
05/01/2013 11:45,1,RUA,PROFESSOR HERMINIO GUERRA                         ,ITAPOA                                            ,BAIRRO                        ,130
05/01/2013 12:42,1,AVE,RAJA GABAGLIA                                     ,LUXEMBURGO                                        ,BAIRRO                        ,1781
05/01/2013 12:58,1,RUA,DEOLINDA CANDIDA                                  ,BOA VISTA                                         ,BAIRRO                        ,0
05/01/2013 12:58,2,RUA,JOAO NEIVA                                        ,BOA VISTA                                         ,BAIRRO                        ,0
05/01/2013 13:03,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,ALICE                                             ,VILA                          ,KM 17
05/01/2013 13:09,1,RUA,TIPUANA                                           ,JULIANA                                           ,BAIRRO                        ,550
05/01/2013 13:32,1,RUA,DOS BORGES                                        ,JARDIM VITORIA                                    ,BAIRRO                        ,975
05/01/2013 14:03,1,AVE,DOS ANDRADAS                                      ,CENTRO                                            ,BAIRRO                        ,0
05/01/2013 14:03,2,RUA,DOS CAETES                                        ,CENTRO                                            ,BAIRRO                        ,0
05/01/2013 14:05,1,RUA,PADRE PEDRO PINTO                                 ,VENDA NOVA                                        ,BAIRRO                        ,1500
05/01/2013 14:05,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,                                     ,                 ,KM 26
05/01/2013 14:07,1,AVE,PRESIDENTE JUSCELINO KUBITSCHEK                   ,CORACAO EUCARISTICO                               ,BAIRRO                        ,3700
05/01/2013 14:15,1,AVE,RAIMUNDO PEDRO RODRIGUES                          ,INDEPENDENCIA                                     ,BAIRRO                        ,22
05/01/2013 14:18,1,RUA,ITAMI                                             ,GUARANI                                           ,BAIRRO                        ,0
05/01/2013 14:18,2,RUA,JOATUBA                                           ,GUARANI                                           ,BAIRRO                        ,0
05/01/2013 14:44,1,RUA,AURELIO LOPES                                     ,DIAMANTE                                          ,BAIRRO                        ,20
05/01/2013 15:00,1,RUA,RODRIGO FERNANDES SANTOS                          ,SERRA VERDE                                       ,BAIRRO                        ,56
05/01/2013 15:05,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,VILA OESTE                                        ,VILA                          ,KM 475
05/01/2013 16:43,1,RUA,CONCEICAO DO MATO DENTRO                          ,OURO PRETO                                        ,BAIRRO                        ,125
05/01/2013 17:06,1,RUA,JOAO DE PAULA                                     ,SAGRADA FAMILIA                                   ,BAIRRO                        ,SN
05/01/2013 17:06,2,RUA,SAO MARCOS                                        ,SAGRADA FAMILIA                                   ,BAIRRO                        ,SN
05/01/2013 17:10,1,RUA,CARNAUBA                                          ,JAQUELINE                                         ,BAIRRO                        ,S/N
05/01/2013 17:45,1,RUA,BELA VISTA                                        ,CAFEZAL                                           ,VILA                          ,49
05/01/2013 18:29,1,AVE,SANTA ALBERTINA                                   ,CASA BRANCA                                       ,BAIRRO                        ,270
05/01/2013 18:32,1,RUA,AURELIO LOPES                                     ,DIAMANTE                                          ,BAIRRO                        ,20
05/01/2013 19:33,1,VIA,LIGACAO BR DUZENTOS E SESSENTA E DOIS - SABARA    ,GOIANIA                                           ,BAIRRO                        ,KM 312
05/01/2013 20:14,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,VILA OESTE                                        ,VILA                          ,KM 474
05/01/2013 21:00,1,RUA,CINCO                                             ,INDEPENDENCIA                                     ,BAIRRO                        ,16
05/01/2013 21:19,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,VILA OESTE                                        ,VILA                          ,KM 9
05/01/2013 21:50,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,NOVA CACHOEIRINHA                                 ,BAIRRO                        ,3253
05/01/2013 21:55,1,RUA,INDEPENDENCIA                                     ,CABANA DO PAI TOMAS                               ,BAIRRO                        ,SN
05/01/2013 21:55,2,RUA,JOAO PIRES                                        ,CABANA DO PAI TOMAS                               ,BAIRRO                        ,SN
05/01/2013 22:23,1,RUA,CONDE D'EU                                        ,VERA CRUZ                                         ,BAIRRO                        ,0
05/01/2013 22:23,2,RUA,LEOPOLDO GOMES                                    ,VERA CRUZ                                         ,BAIRRO                        ,0
05/01/2013 22:44,1,RUA,ALTERNADOR                                        ,INDEPENDENCIA                                     ,BAIRRO                        ,8
05/01/2013 23:03,1,RUA,CENTRAL                                           ,LEBLON                                            ,BAIRRO                        ,1176
06/01/2013 00:43,1,RUA,CAETANO DE VASCONCELOS                            ,TIROL                                             ,BAIRRO                        ,259
06/01/2013 00:43,2,RUA,ANTONIO EUSTAQUIO PIAZZA                          ,TIROL                                             ,BAIRRO                        ,SN
06/01/2013 02:52,1,RUA,FORMIGA                                           ,SAO CRISTOVAO                                     ,BAIRRO                        ,50
06/01/2013 06:21,1,RUA,GONCALVES DIAS                                    ,LOURDES                                           ,BAIRRO                        ,2001
06/01/2013 06:33,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,BETANIA                                           ,BAIRRO                        ,KM06
06/01/2013 07:32,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,ENGENHO NOGUEIRA                                  ,BAIRRO                        ,KM 469
06/01/2013 07:44,1,AVE,CARLOS DUARTE COSTA                               ,CEU AZUL                                          ,BAIRRO                        ,0
06/01/2013 07:44,2,AVE,FRANCISCO NEGRAO DE LIMA                          ,CEU AZUL                                          ,BAIRRO                        ,0
06/01/2013 08:33,1,RUA,AMAZONITA                                         ,                                     ,                 ,S/N
06/01/2013 08:33,2,RUA,LEOPOLDO GOMES                                    ,                                     ,                 ,S/N
06/01/2013 10:03,1,RUA,ATLANTIDA                                         ,                                     ,                 ,S/N
06/01/2013 10:03,2,RUA,ROSINHA SIGAUD                                    ,                                     ,                 ,S/N
06/01/2013 10:39,1,AVE,SINFRONIO BROCHADO                                ,BARREIRO DE BAIXO                                 ,BAIRRO                        ,400
06/01/2013 12:12,1,RUA,DOS JAVAES                                        ,SANTA MONICA                                      ,BAIRRO                        ,451
06/01/2013 13:11,1,AVE,PRESIDENTE ANTONIO CARLOS                         ,CACHOEIRINHA                                      ,BAIRRO                        ,2204
06/01/2013 14:00,1,RUA,RESPLENDOR                                        ,SENHOR DOS PASSOS                                 ,BAIRRO                        ,164
06/01/2013 14:06,1,AVE,NENEM LARA ROCHA                                  ,SERRA VERDE                                       ,BAIRRO                        ,310
06/01/2013 14:52,1,RUA,OLARIA DO BARREIRO                                ,                                     ,                 ,S/N
06/01/2013 14:52,2,AVE,WALDYR SOEIRO EMRICH                              ,                                     ,                 ,S/N
06/01/2013 14:57,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,MARIA GORETTI                                     ,BAIRRO                        ,KM 24
06/01/2013 15:13,1,ROD,ANEL RODOVIARIO CELSO MELLO AZEVEDO               ,PALMEIRAS                                         ,BAIRRO                        ,KM04
06/01/2013 15:25,1,RUA,IRMA MARIA SOARES                                 ,LETICIA                                           ,BAIRRO                        ,59
06/01/2013 17:33,1,AVE,DO CANAL                                          ,ATILA DE PAIVA                                    ,CONJUNTO HABITACIONAL         ,0
06/01/2013 17:33,2,RUA,CABO VALERIO SANTOS                               ,ATILA DE PAIVA                                    ,CONJUNTO HABITACIONAL         ,0
06/01/2013 17:45,1,RUA,DESCALVADO                                        ,                                     ,                 ,S/N
06/01/2013 17:45,2,AVE,CLARA NUNES                                       ,                                     ,                 ,S/N
06/01/2013 18:21,1,RUA,URSULA PAULINO                                    ,BETANIA                                           ,BAIRRO                        ,1944
06/01/2013 19:05,1,RUA,ALABASTRO                                         ,                                     ,                 ,S/N
06/01/2013 19:05,2,AVE,SILVIANO BRANDAO                                  ,                                     ,                 ,S/N
06/01/2013 19:40,1,AVE,DO CONTORNO                                       ,BARRO PRETO                                       ,BAIRRO                        ,0
06/01/2013 19:40,2,RUA,DOS TUPIS                                         ,BARRO PRETO                                       ,BAIRRO                        ,0
