data_hora_boletim,sequencial_veiculo,descricao_categoria,descricao_especie,descricao_situacao,descricao_tipo_socorro
02/01/2013 12:35,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 13:25,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 13:25,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 13:30,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 13:45,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 13:45,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
02/01/2013 13:45,2,ALUGUEL                       ,ONIBUS                        ,PARADO         ,      
02/01/2013 13:45,3,NAO INFORMADO                 ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 14:01,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
02/01/2013 14:09,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 14:09,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 14:29,1,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
02/01/2013 14:29,3,PARTICULAR                    ,MOTOCICLETA                   ,PARADO         ,AMBULANCIA          
02/01/2013 14:47,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 15:01,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 15:01,3,PARTICULAR                    ,AUTOMOVEL                     ,               ,      
02/01/2013 15:54,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 15:54,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,TERCEIROS           
02/01/2013 16:04,1,ALUGUEL                       ,ONIBUS                        ,PARADO         ,      
02/01/2013 16:04,2,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
02/01/2013 16:12,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 16:12,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 16:39,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 17:37,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 17:37,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 18:11,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 18:11,2,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
02/01/2013 18:23,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 18:23,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 18:23,3,PARTICULAR                    ,CAMIONETA                     ,               ,      
02/01/2013 18:31,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 18:31,2,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
02/01/2013 18:46,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 19:23,1,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
02/01/2013 19:23,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 20:33,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
02/01/2013 20:33,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
02/01/2013 21:46,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 21:46,2,PARTICULAR                    ,AUTOMOVEL                     ,               ,      
02/01/2013 22:23,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 23:12,1,NAO INFORMADO                 ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 23:42,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
02/01/2013 23:42,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 03:24,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 06:00,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 06:00,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 07:40,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 07:40,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 08:16,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 08:16,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 08:59,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 08:59,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 08:59,3,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 09:21,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 09:21,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 09:52,1,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
03/01/2013 09:52,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 11:30,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 11:37,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 11:37,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 11:51,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
03/01/2013 11:51,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 11:51,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
03/01/2013 11:51,2,ALUGUEL                       ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 12:32,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 12:32,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 12:49,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
03/01/2013 12:57,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,      
03/01/2013 13:05,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,      
03/01/2013 14:42,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 14:42,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 14:48,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,AMBULANCIA          
03/01/2013 15:16,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 15:16,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 16:05,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 16:05,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 16:51,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
03/01/2013 17:00,1,PARTICULAR                    ,AUTOMOVEL                     ,               ,      
03/01/2013 17:00,2,PARTICULAR                    ,MOTONETA                      ,EM MOVIMENTO   ,      
03/01/2013 17:16,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 17:16,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 17:16,3,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 17:39,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 17:39,2,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
03/01/2013 17:45,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 17:45,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 18:52,1,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
03/01/2013 18:52,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 18:55,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
03/01/2013 18:55,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
03/01/2013 18:55,3,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VIATURA PMMG        
03/01/2013 19:07,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 19:07,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 19:07,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 19:07,2,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
03/01/2013 19:07,3,NAO INFORMADO                 ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 19:15,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 19:35,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
03/01/2013 19:35,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 21:24,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
03/01/2013 22:16,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
03/01/2013 22:45,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,AMBULANCIA          
03/01/2013 22:45,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 01:25,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 01:25,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 07:15,1,PARTICULAR                    ,BICICLETA                     ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
04/01/2013 07:15,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 08:01,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,      
04/01/2013 08:01,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 08:01,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 08:01,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 08:04,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 08:04,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 09:02,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 10:24,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 10:24,3,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 11:11,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 11:11,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 12:01,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 12:01,2,PARTICULAR                    ,MOTOCICLETA                   ,PARADO         ,      
04/01/2013 12:20,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 12:20,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 13:02,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 13:05,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 13:05,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 13:06,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 13:06,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 13:13,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 13:13,2,PARTICULAR                    ,MOTONETA                      ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 14:04,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 14:43,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 14:43,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 15:31,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
04/01/2013 15:52,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 15:52,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 16:29,1,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
04/01/2013 16:29,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 16:30,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 16:30,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 16:49,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 16:49,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 17:29,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 17:29,2,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,      
04/01/2013 18:00,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
04/01/2013 18:15,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 18:15,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 18:15,3,PARTICULAR                    ,AUTOMOVEL                     ,               ,      
04/01/2013 18:24,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 18:24,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 18:30,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 18:30,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 19:32,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 20:17,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
04/01/2013 20:22,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 20:22,2,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
04/01/2013 20:22,3,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
04/01/2013 20:30,1,PARTICULAR                    ,BICICLETA                     ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 20:30,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
04/01/2013 21:50,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 21:50,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
04/01/2013 22:00,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,TERCEIROS           
04/01/2013 22:00,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 22:09,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
04/01/2013 23:26,1,PARTICULAR                    ,CAMIONETA                     ,EM MOVIMENTO   ,VIATURA PMMG        
04/01/2013 23:26,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,VIATURA PMMG        
05/01/2013 05:18,1,ALUGUEL                       ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 05:18,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
05/01/2013 05:56,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
05/01/2013 05:56,2,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VIATURA PMMG        
05/01/2013 06:25,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 06:25,2,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,      
05/01/2013 06:49,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 06:49,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 08:30,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,      
05/01/2013 08:30,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 08:30,3,PARTICULAR                    ,MOTOCICLETA                   ,PARADO         ,      
05/01/2013 09:51,1,ALUGUEL                       ,ONIBUS                        ,EM MOVIMENTO   ,VEICULO ENVOLVIDO   
05/01/2013 10:11,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,VIATURA PMMG        
05/01/2013 10:11,2,PARTICULAR                    ,MOTONETA                      ,EM MOVIMENTO   ,VIATURA PMMG        
05/01/2013 10:20,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 10:20,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 11:45,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 11:45,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 12:42,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 12:42,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
05/01/2013 12:58,1,ALUGUEL                       ,CAMINHAO                      ,EM MOVIMENTO   ,      
05/01/2013 12:58,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 13:03,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 13:03,2,PARTICULAR                    ,AUTOMOVEL                     ,PARADO         ,      
05/01/2013 13:09,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 13:09,2,ALUGUEL                       ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 13:32,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,AMBULANCIA          
05/01/2013 14:03,1,PARTICULAR                    ,NAO INFORMADO                 ,EM MOVIMENTO   ,      
05/01/2013 14:03,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 14:05,1,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
05/01/2013 14:05,1,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
05/01/2013 14:05,2,PARTICULAR                    ,MOTOCICLETA                   ,EM MOVIMENTO   ,      
05/01/2013 14:05,2,PARTICULAR                    ,AUTOMOVEL                     ,EM MOVIMENTO   ,      
